date,team1,score1,team2,score2,forfeit,extra_innings
2026-08-27,Northeast Nodaway,0,Albany,11,False,False
2026-08-27,Glendale,3,Branson,13,False,False
2026-08-27,Benton,8,Central (St. Joseph),10,False,False
2026-08-27,La Plata,0,Clark County,28,False,False
2026-08-27,Timberland,13,Cor Jesu Academy,5,False,False
2026-08-27,Russellville,17,Dixon,2,False,False
2026-08-27,Kelly,8,East Carter,0,False,False
2026-08-27,New Bloomfield,2,Eldon,3,False,False
2026-08-27,Farmington,3,Fox,4,False,False
2026-08-27,Washington,11,Francis Howell Central,9,False,False
2026-08-27,Eureka,2,Francis Howell North,4,False,False
2026-08-27,St. Joseph's Academy,16,Ft. Zumwalt North,5,False,False
2026-08-27,Marshfield,13,Halfway,3,False,False
2026-08-27,Van-Far with Community,2,Hallsville with Christian Fellowship Sr.,10,False,False
2026-08-27,Oakville,5,Hillsboro,1,False,False
2026-08-27,Cameron,13,Jefferson (Conception) with South Nodaway,3,False,False
2026-08-27,Slater,15,Knob Noster,7,False,False
2026-08-27,Savannah,13,Lathrop,8,False,False
2026-08-27,King City with Pattonsburg,13,Lawson,7,False,False
2026-08-27,Hazelwood West,14,Lutheran South,15,False,False
2026-08-27,North Shelby,0,Macon,1,False,False
2026-08-27,Lafayette County,6,Maysville,7,False,False
2026-08-27,Marceline,8,Monroe City,1,False,False
2026-08-27,Maryville,0,North Andrew,18,False,False
2026-08-27,Harrisburg,6,North Callaway,1,False,False
2026-08-27,DeSoto with Kingston,1,Northwest (Cedar Hill),11,False,False
2026-08-27,Eugene,12,Osage,2,False,False
2026-08-27,Helias Catholic,12,Ozark,2,False,False
2026-08-27,Highland,12,Paris,7,False,False
2026-08-27,Ft. Zumwalt East,5,Parkway Central,15,False,False
2026-08-27,North Point,22,Parkway North with Principia,1,False,False
2026-08-27,Westminster Christian Academy,8,Parkway South,10,False,False
2026-08-27,Novinger,0,Princeton with Mercer,15,False,False
2026-08-27,Notre Dame de Sion,13,Raytown South,3,False,False
2026-08-27,Cuba,3,Rolla,25,False,False
2026-08-27,Boonville,1,Smith-Cotton,0,False,False
2026-08-27,Crocker,5,South Callaway,6,False,False
2026-08-27,Northeast (Cairo),2,Southern Boone,11,False,False
2026-08-27,St. Dominic,8,St. Joseph's Academy,5,False,False
2026-08-27,Lone Jack,9,St. Pius X (Kansas City),4,False,False
2026-08-27,Weaubleau,0,Westran,11,False,False
2026-08-27,Jamestown,7,Worth County,12,False,False
2026-08-27,Parkway West,18,Union,2,False,False
2026-08-27,St. James,0,Vienna,10,False,False
2026-08-27,Trenton,1,Worth County,2,False,False
2026-08-27,University City,,Hancock,,False,False
2026-08-27,Ft. Zumwalt South,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-08-28,Hillcrest,0,Aurora,15,False,False
2026-08-28,Seneca,8,Aurora,5,False,False
2026-08-28,Lee's Summit,0,Belton,19,False,False
2026-08-28,Kearney,2,Belton,1,False,False
2026-08-28,Washington,10,Blair Oaks,1,False,False
2026-08-28,Webb City,13,Bolivar,4,False,False
2026-08-28,Francis Howell Central,14,Bowling Green,11,False,False
2026-08-28,St. Joseph's Academy,8,Bowling Green,1,False,False
2026-08-28,Iberia,2,California,8,False,False
2026-08-28,Waynesville,7,Camdenton,8,False,False
2026-08-28,Joplin,6,Carl Junction,0,False,False
2026-08-28,Seneca,1,Carl Junction,9,False,False
2026-08-28,Branson,1,Carthage,13,False,False
2026-08-28,Willard,15,Carthage,4,False,False
2026-08-28,Marshfield,10,Cassville,2,False,False
2026-08-28,Lee's Summit,5,Central (St. Joseph),3,False,False
2026-08-28,William Chrisman,0,Central (St. Joseph),16,False,False
2026-08-28,Truman,1,Centralia,9,False,False
2026-08-28,Odessa,0,Centralia,13,False,False
2026-08-28,Fatima,2,Chaffee,7,False,False
2026-08-28,Platte County,4,Chillicothe,2,False,False
2026-08-28,Harrisonville,0,Chillicothe,17,False,False
2026-08-28,Westminster Christian Academy,4,Cor Jesu Academy,3,False,False
2026-08-28,Vienna,17,Crocker,4,False,False
2026-08-28,Republic,2,Dadeville with Everton,3,False,False
2026-08-28,Farmington,10,DeSoto with Kingston,0,False,False
2026-08-28,St. Joseph's Academy,5,Elsberry,18,False,False
2026-08-28,Jefferson City,7,Elsberry,11,False,False
2026-08-28,Pacific,1,Fatima,14,False,False
2026-08-28,Union,4,Festus,14,False,False
2026-08-28,Van-Far,1,Festus,8,False,False
2026-08-28,Silex,13,Fox,1,False,False
2026-08-28,Francis Howell,12,Fox,0,False,False
2026-08-28,Jackson,2,Francis Howell,6,False,False
2026-08-28,St. Joseph's Academy,3,Francis Howell Central,7,False,False
2026-08-28,North Point,1,Francis Howell North,4,False,False
2026-08-28,Macon,4,Francis Howell North,9,False,False
2026-08-28,Lafayette (Wildwood),5,Ft. Zumwalt North,0,False,False
2026-08-28,Parkway Central,15,Ft. Zumwalt North,4,False,False
2026-08-28,Rockwood Summit,0,Ft. Zumwalt West,12,False,False
2026-08-28,Kelly,0,Ft. Zumwalt West,10,False,False
2026-08-28,Cassville,6,Glendale,5,False,False
2026-08-28,Wheatland,2,Glendale,5,False,False
2026-08-28,St. Elizabeth,3,Grain Valley,12,False,False
2026-08-28,St. Michael the Archangel,16,Grandview,1,False,False
2026-08-28,Platte County,19,Harrisonville,0,False,False
2026-08-28,Republic,8,Hartville,0,False,False
2026-08-28,Sherwood,3,Hermitage,7,False,False
2026-08-28,Highland,7,Hickman,8,False,False
2026-08-28,Troy Buchanan,4,Hickman,3,False,False
2026-08-28,Troy Buchanan,10,Highland,0,False,False
2026-08-28,Westminster Christian Academy,9,Hillsboro,0,False,False
2026-08-28,Timberland,1,Hillsboro,15,False,False
2026-08-28,Oak Park,5,Holden,6,False,False
2026-08-28,Mid-Buchanan,6,Holden,3,False,False
2026-08-28,Winfield,16,Holt,0,False,False
2026-08-28,Silex,1,Jackson,2,False,False
2026-08-28,Warrenton,1,Jefferson City,0,False,False
2026-08-28,Hillcrest,0,Joplin,16,False,False
2026-08-28,West Platte,1,Kelly,2,False,False
2026-08-28,Parkway Central,13,Lafayette (Wildwood),9,False,False
2026-08-28,Kearney,3,Lee's Summit,4,False,False
2026-08-28,William Chrisman,1,Lee's Summit,17,False,False
2026-08-28,Smithville,3,Lee's Summit North,9,False,False
2026-08-28,Smith-Cotton,0,Lee's Summit North,9,False,False
2026-08-28,Fort Osage,1,Liberty,2,False,False
2026-08-28,Pleasant Hill,9,Liberty,3,False,False
2026-08-28,Notre Dame (Cape Girardeau),3,Lindbergh,4,False,False
2026-08-28,Neelyville,0,Lindbergh,10,False,False
2026-08-28,Liberty (Wentzville),3,Linn,6,False,False
2026-08-28,Grundy County with Newtown-Harris,9,Linn County,13,False,False
2026-08-28,Sullivan,7,Logan-Rogersville,5,False,False
2026-08-28,Blair Oaks,9,Logan-Rogersville,8,False,False
2026-08-28,Linn,5,Logan-Rogersville,6,False,False
2026-08-28,North Point,6,Macon,3,False,False
2026-08-28,Novinger,1,Madison,2,False,False
2026-08-28,Clopton with Elsberry,16,Marion County,4,False,False
2026-08-28,Notre Dame (Cape Girardeau),2,Marquette,5,False,False
2026-08-28,Neelyville,5,Marquette,10,False,False
2026-08-28,Wheatland,1,Marshfield,9,False,False
2026-08-28,Hartville,0,McDonald County,11,False,False
2026-08-28,Dadeville with Everton,5,McDonald County,6,False,False
2026-08-28,Sullivan,6,Mexico,7,False,False
2026-08-28,Chaffee,12,Mexico,0,False,False
2026-08-28,Windsor (Imperial),4,Neosho,6,False,False
2026-08-28,Capital City,8,Neosho,9,False,False
2026-08-28,St. Michael the Archangel,19,North Kansas City,4,False,False
2026-08-28,Grandview,9,North Kansas City,3,False,False
2026-08-28,"Brunswick with Keytesville, Northwestern (Mendon)",3,Northeast (Cairo),4,False,False
2026-08-28,Parkway West,11,Northwest (Cedar Hill),6,False,False
2026-08-28,Grain Valley,3,Oak Grove,1,False,False
2026-08-28,St. Elizabeth,3,Oak Grove,4,False,False
2026-08-28,Mid-Buchanan,16,Oak Park,3,False,False
2026-08-28,Timberland,3,Oakville,2,False,False
2026-08-28,Parkway South,5,Oakville,4,False,False
2026-08-28,Lebanon,2,Osage,12,False,False
2026-08-28,Dixon,8,Owensville,14,False,False
2026-08-28,Liberty (Wentzville),10,Pacific,4,False,False
2026-08-28,Cor Jesu Academy,11,Parkway South,3,False,False
2026-08-28,Fort Osage,2,Pleasant Hill,3,False,False
2026-08-28,West Platte,1,Rockwood Summit,8,False,False
2026-08-28,Van-Far,6,Rolla,4,False,False
2026-08-28,Union,3,Rolla,10,False,False
2026-08-28,Winnetonka,15,Ruskin,0,False,False
2026-08-28,Smithville,9,Smith-Cotton,2,False,False
2026-08-28,St. Pius X (Festus),1,St. Charles West with St. Charles,7,False,False
2026-08-28,Webster Groves,2,Sullivan,6,False,False
2026-08-28,Battle,5,Summit Christian Academy,7,False,False
2026-08-28,Weaubleau,1,Tuscumbia,7,False,False
2026-08-28,East Carter,6,St. Clair,8,False,False
2026-08-28,Westran,13,Van-Far with Community,12,False,False
2026-08-28,St. Joseph's Academy,5,Warrenton,4,False,False
2026-08-28,Capital City,3,Washington,4,False,False
2026-08-28,Windsor (Imperial),1,Washington,7,False,False
2026-08-28,Battle,6,Webb City,8,False,False
2026-08-28,Linn,6,Webster Groves,2,False,False
2026-08-28,Community,16,Wellsville-Middletown,0,False,False
2026-08-28,Branson,8,West Plains,3,False,False
2026-08-28,Capital City,3,Windsor (Imperial),5,False,False
2026-08-28,St. Dominic,0,Winfield,7,False,False
2026-08-28,St. Dominic,,Holt,,False,False
2026-08-28,Truman,,Odessa,,False,False
2026-08-28,Notre Dame (St. Louis),,Ursuline Academy,,False,False
2026-08-29,King City with Pattonsburg,5,Albany,4,False,False
2026-08-29,North Andrew,2,Albany,8,False,False
2026-08-29,Carl Junction,2,Aurora,3,False,False
2026-08-29,Joplin,18,Aurora,4,False,False
2026-08-29,Lee's Summit,1,Belton,5,False,False
2026-08-29,Grain Valley,10,Belton,0,False,False
2026-08-29,Centralia,5,Belton,10,False,False
2026-08-29,Windsor (Imperial),6,Blair Oaks,4,False,False
2026-08-29,Dadeville with Everton,0,Bolivar,10,False,False
2026-08-29,Wright City,4,Boonville,2,False,False
2026-08-29,New Franklin,2,Boonville,17,False,False
2026-08-29,Kirksville,11,Boonville,5,False,False
2026-08-29,Holt,0,Bowling Green,13,False,False
2026-08-29,Highland,8,Bowling Green,6,False,False
2026-08-29,Summit Christian Academy,1,Branson,14,False,False
2026-08-29,Republic,3,Branson,9,False,False
2026-08-29,Scotland County,10,Brashear,2,False,False
2026-08-29,Knox County,11,Brashear,3,False,False
2026-08-29,Princeton with Mercer,8,Brookfield,1,False,False
2026-08-29,Milan,1,Brookfield,16,False,False
2026-08-29,Osage,13,Camdenton,2,False,False
2026-08-29,Lebanon,22,Camdenton,2,False,False
2026-08-29,Hillcrest,0,Carl Junction,15,False,False
2026-08-29,Warrensburg,10,Carrollton,5,False,False
2026-08-29,California,9,Carrollton,11,False,False
2026-08-29,Bolivar,4,Carthage,1,False,False
2026-08-29,Cassville,2,Carthage,7,False,False
2026-08-29,Dadeville with Everton,1,Cassville,0,False,False
2026-08-29,Chillicothe,15,Central (St. Joseph),0,False,False
2026-08-29,Kearney,1,Central (St. Joseph),4,False,False
2026-08-29,Smithville,6,Central (St. Joseph),7,False,False
2026-08-29,Pleasant Hill,0,Centralia,3,False,False
2026-08-29,Mid-Buchanan,3,Centralia,0,False,False
2026-08-29,Linn,3,Chaffee,2,False,False
2026-08-29,Windsor (Imperial),7,Chaffee,16,False,False
2026-08-29,Pacific,12,Chaffee,5,False,False
2026-08-29,Oak Grove,0,Chillicothe,4,False,False
2026-08-29,Liberty,0,Chillicothe,3,False,False
2026-08-29,Princeton with Mercer,9,Clark County,3,False,False
2026-08-29,Novinger,3,Clark County,18,False,False
2026-08-29,Gallatin,8,Clark County,2,False,False
2026-08-29,Sherwood,19,Climax Springs,6,False,False
2026-08-29,Wright City,5,Clinton,2,False,False
2026-08-29,New Franklin,8,Clinton,9,False,False
2026-08-29,Fayette,16,Clinton,0,False,False
2026-08-29,Jamestown,6,Community,16,False,False
2026-08-29,Montgomery County,4,Community,1,False,False
2026-08-29,Perryville,9,DeSoto with Kingston,5,False,False
2026-08-29,Doniphan,19,DeSoto with Kingston,2,False,False
2026-08-29,Perryville,0,Doniphan,15,False,False
2026-08-29,Lone Jack,13,East Buchanan,5,False,False
2026-08-29,North Platte,11,East Buchanan,3,False,False
2026-08-29,Lexington,13,East Buchanan,8,False,False
2026-08-29,Harrisburg,5,Eldon,1,False,False
2026-08-29,Hallsville with Christian Fellowship Sr.,0,Eldon,6,False,False
2026-08-29,Warrenton,1,Elsberry,9,False,False
2026-08-29,Festus,10,Elsberry,4,False,False
2026-08-29,Fayette,0,Eugene,7,False,False
2026-08-29,Wright City,6,Eugene,9,False,False
2026-08-29,Rolla,4,Festus,7,False,False
2026-08-29,Rockwood Summit,4,Fox,12,False,False
2026-08-29,Kelly,1,Francis Howell,7,False,False
2026-08-29,Lafayette (Wildwood),2,Francis Howell,8,False,False
2026-08-29,Parkway Central,1,Francis Howell,5,False,False
2026-08-29,Francis Howell North,9,Francis Howell Central,7,False,False
2026-08-29,Winfield,2,Francis Howell Central,1,False,False
2026-08-29,Troy Buchanan,6,Francis Howell North,1,False,False
2026-08-29,Perryville,4,Fredericktown,8,False,False
2026-08-29,Neelyville,1,Ft. Zumwalt North,11,False,False
2026-08-29,Fox,13,Ft. Zumwalt North,0,False,False
2026-08-29,Hannibal,10,Ft. Zumwalt South,7,False,False
2026-08-29,Lindbergh,6,Ft. Zumwalt West,17,False,False
2026-08-29,Marquette,5,Ft. Zumwalt West,14,False,False
2026-08-29,Jackson,12,Ft. Zumwalt West,11,False,False
2026-08-29,New Franklin,14,Fulton,7,False,False
2026-08-29,Fayette,19,Fulton,0,False,False
2026-08-29,Kirksville,17,Fulton,5,False,False
2026-08-29,Princeton with Mercer,13,Gallatin,1,False,False
2026-08-29,La Plata,3,Gallatin,19,False,False
2026-08-29,King City with Pattonsburg,12,Gilman City with Tri-County,6,False,False
2026-08-29,North Andrew,8,Gilman City with Tri-County,2,False,False
2026-08-29,North Harrison,11,Gilman City with Tri-County,15,False,False
2026-08-29,Republic,6,Glendale,5,False,False
2026-08-29,Summit Christian Academy,1,Glendale,10,False,False
2026-08-29,Mid-Buchanan,1,Grain Valley,11,False,False
2026-08-29,St. Michael the Archangel,19,Grandview,7,False,False
2026-08-29,Norwood,0,Halfway,10,False,False
2026-08-29,Clopton with Elsberry,3,Hannibal,6,False,False
2026-08-29,St. Elizabeth,9,Harrisonville,1,False,False
2026-08-29,Wheatland,10,Hartville,5,False,False
2026-08-29,Humansville,12,Hermitage,11,False,False
2026-08-29,North Point,0,Hickman,12,False,False
2026-08-29,St. Dominic,1,Hickman,3,False,False
2026-08-29,Seneca,13,Hillcrest,2,False,False
2026-08-29,Smithville,17,Holden,2,False,False
2026-08-29,Truman,3,Holden,4,False,False
2026-08-29,Kearney,18,Holden,7,False,False
2026-08-29,Tuscumbia,14,Humansville,6,False,False
2026-08-29,Father Tolton with Calvary Lutheran,2,Jamestown,15,False,False
2026-08-29,Russellville,15,Jamestown,2,False,False
2026-08-29,Lawson,10,Jefferson (Conception) with South Nodaway,7,False,False
2026-08-29,St. Joseph's Academy,13,Jefferson City,0,False,False
2026-08-29,Union,12,Jefferson City,11,False,False
2026-08-29,Seneca,0,Joplin,7,False,False
2026-08-29,Lindbergh,11,Kelly,4,False,False
2026-08-29,Marquette,10,Kelly,0,False,False
2026-08-29,Helias Catholic,13,Kickapoo,4,False,False
2026-08-29,Worth County,4,King City with Pattonsburg,3,False,False
2026-08-29,Eugene,7,Kirksville,2,False,False
2026-08-29,Warrensburg,14,Knob Noster,4,False,False
2026-08-29,Trenton,14,Knob Noster,2,False,False
2026-08-29,California,17,Knob Noster,4,False,False
2026-08-29,Scotland County,11,Knox County,10,False,False
2026-08-29,Novinger,4,La Plata,15,False,False
2026-08-29,Milan,2,La Plata,15,False,False
2026-08-29,Lutheran South,14,Ladue Horton Watkins,1,False,False
2026-08-29,Hazelwood West,5,Ladue Horton Watkins,12,False,False
2026-08-29,Lindbergh,8,Lafayette (Wildwood),9,False,False
2026-08-29,Richmond,4,Lafayette County,2,False,False
2026-08-29,Lathrop,7,Lafayette County,1,False,False
2026-08-29,Richmond,6,Lathrop,4,False,False
2026-08-29,St. Elizabeth,5,Lee's Summit,1,False,False
2026-08-29,Lee's Summit North,2,Lee's Summit,1,False,False
2026-08-29,Platte County,9,Lee's Summit,8,False,False
2026-08-29,Smith-Cotton,7,Lee's Summit,6,False,False
2026-08-29,Mid-Buchanan,7,Lee's Summit North,3,False,False
2026-08-29,Pleasant Hill,8,Lee's Summit North,4,False,False
2026-08-29,Rock Bridge,3,Lee's Summit West,5,False,False
2026-08-29,Lone Jack,12,Lexington,1,False,False
2026-08-29,North Platte,15,Lexington,5,False,False
2026-08-29,Truman,2,Liberty,17,False,False
2026-08-29,Smithville,5,Liberty,6,False,False
2026-08-29,Neosho,1,Linn,16,False,False
2026-08-29,Capital City,1,Logan-Rogersville,0,False,False
2026-08-29,North Platte,3,Lone Jack,2,False,False
2026-08-29,Highland,13,Macon,0,False,False
2026-08-29,Holt,9,Macon,14,False,False
2026-08-29,North Shelby,0,Marceline,4,False,False
2026-08-29,Parkway Central,3,Marquette,2,False,False
2026-08-29,California,7,Marshall,6,False,False
2026-08-29,Webb City,2,Marshfield,1,False,False
2026-08-29,McDonald County,7,Marshfield,3,False,False
2026-08-29,Capital City,3,Mexico,5,False,False
2026-08-29,Washington,8,Mexico,11,False,False
2026-08-29,Princeton with Mercer,24,Milan,1,False,False
2026-08-29,Mark Twain,3,Moberly,11,False,False
2026-08-29,Marceline,11,Moberly,3,False,False
2026-08-29,Monroe City,5,Moberly,10,False,False
2026-08-29,Westran,5,Monroe City,15,False,False
2026-08-29,North Shelby,10,Monroe City,9,False,False
2026-08-29,Russellville,2,Montgomery County,4,False,False
2026-08-29,Tuscumbia,14,Montrose with Appleton City,2,False,False
2026-08-29,Hermitage,9,Montrose with Appleton City,5,False,False
2026-08-29,Silex,5,Neelyville,1,False,False
2026-08-29,Washington,2,Neosho,0,False,False
2026-08-29,Van-Far with Community,4,North Callaway,13,False,False
2026-08-29,New Bloomfield,1,North Callaway,7,False,False
2026-08-29,Ruskin,0,North Kansas City,19,False,False
2026-08-29,Winnetonka,2,North Kansas City,11,False,False
2026-08-29,St. Michael the Archangel,15,North Kansas City,0,False,False
2026-08-29,Van-Far with Community,6,Northeast (Cairo),3,False,False
2026-08-29,Walnut Grove,2,Norwood,14,False,False
2026-08-29,St. Pius X (Kansas City),12,Notre Dame de Sion,0,False,False
2026-08-29,Kearney,11,Oak Grove,1,False,False
2026-08-29,Truman,2,Oak Grove,12,False,False
2026-08-29,Odessa,14,Oak Park,3,False,False
2026-08-29,Smith-Cotton,7,Oak Park,6,False,False
2026-08-29,Waynesville,2,Osage,12,False,False
2026-08-29,Marceline,11,Owensville,1,False,False
2026-08-29,Westran,9,Owensville,15,False,False
2026-08-29,Palmyra,15,Owensville,11,False,False
2026-08-29,Mark Twain,7,Palmyra,10,False,False
2026-08-29,North Shelby,8,Palmyra,1,False,False
2026-08-29,Grain Valley,10,Platte County,0,False,False
2026-08-29,Pleasant Hill,4,Platte County,8,False,False
2026-08-29,Schuyler County,4,Putnam County,3,False,False
2026-08-29,Brookfield,5,Putnam County,3,False,False
2026-08-29,Novinger,4,Putnam County,17,False,False
2026-08-29,Clark County,5,Putnam County,4,False,False
2026-08-29,Warrenton,3,Rolla,5,False,False
2026-08-29,Grandview,26,Ruskin,7,False,False
2026-08-29,Father Tolton with Calvary Lutheran,6,Russellville,5,False,False
2026-08-29,St. Clair,5,Saxony Lutheran with St. Vincent,7,False,False
2026-08-29,La Plata,5,Schuyler County,11,False,False
2026-08-29,Gallatin,8,Schuyler County,5,False,False
2026-08-29,Brookfield,14,Schuyler County,6,False,False
2026-08-29,Weaubleau,7,Sherwood,6,False,False
2026-08-29,West Platte,1,Silex,5,False,False
2026-08-29,Notre Dame (Cape Girardeau),1,Silex,10,False,False
2026-08-29,Fort Osage,1,Smith-Cotton,0,False,False
2026-08-29,Fort Osage,3,St. Elizabeth,0,False,False
2026-08-29,Hallsville with Christian Fellowship Sr.,1,Southern Boone,4,False,False
2026-08-29,Harrisburg,4,Southern Boone,11,False,False
2026-08-29,Community,12,St. Clair,2,False,False
2026-08-29,Montgomery County,15,St. Clair,0,False,False
2026-08-29,Father Tolton with Calvary Lutheran,8,St. Clair,3,False,False
2026-08-29,St. Joseph's Academy,6,Van-Far,9,False,False
2026-08-29,North Point,9,St. Joseph's Academy,7,False,False
2026-08-29,Worth County,8,Vienna,5,False,False
2026-08-29,Fatima,9,Sullivan,3,False,False
2026-08-29,Liberty (Wentzville),16,Sullivan,3,False,False
2026-08-29,Warrensburg,0,Trenton,3,False,False
2026-08-29,Marshall,3,Trenton,9,False,False
2026-08-29,Winfield,0,Troy Buchanan,10,False,False
2026-08-29,Van-Far,12,Union,2,False,False
2026-08-29,St. Pius X (Festus),10,Valley Park,21,False,False
2026-08-29,Lebanon,16,Waynesville,0,False,False
2026-08-29,Willard,2,Webb City,1,False,False
2026-08-29,Fatima,15,Webster Groves,2,False,False
2026-08-29,Liberty (Wentzville),14,Webster Groves,5,False,False
2026-08-29,Battle,10,West Plains,1,False,False
2026-08-29,Hartville,7,West Plains,6,False,False
2026-08-29,Notre Dame (Cape Girardeau),7,West Platte,4,False,False
2026-08-29,Mark Twain,10,Westran,4,False,False
2026-08-29,Battle,12,Wheatland,0,False,False
2026-08-29,Marshall,,Carrollton,,False,False
2026-08-29,Blair Oaks,,Mexico,,False,False
2026-08-29,Worth County,,North Harrison,,False,False
2026-08-29,Bishop LeBlond,,Plattsburg,,False,False
2026-08-29,Valley Park,,St. Charles West with St. Charles,,False,False
2026-08-30,King City with Pattonsburg,5,Albany,4,False,False
2026-08-30,North Andrew,2,Albany,8,False,False
2026-08-30,Carl Junction,2,Aurora,3,False,False
2026-08-30,Joplin,18,Aurora,4,False,False
2026-08-30,Lee's Summit,1,Belton,5,False,False
2026-08-30,Grain Valley,10,Belton,0,False,False
2026-08-30,Centralia,5,Belton,10,False,False
2026-08-30,Windsor (Imperial),6,Blair Oaks,4,False,False
2026-08-30,Dadeville with Everton,0,Bolivar,10,False,False
2026-08-30,Wright City,4,Boonville,2,False,False
2026-08-30,New Franklin,2,Boonville,17,False,False
2026-08-30,Kirksville,11,Boonville,5,False,False
2026-08-30,Holt,0,Bowling Green,13,False,False
2026-08-30,Highland,8,Bowling Green,6,False,False
2026-08-30,Summit Christian Academy,1,Branson,14,False,False
2026-08-30,Republic,3,Branson,9,False,False
2026-08-30,Scotland County,10,Brashear,2,False,False
2026-08-30,Knox County,11,Brashear,3,False,False
2026-08-30,Princeton with Mercer,8,Brookfield,1,False,False
2026-08-30,Milan,1,Brookfield,16,False,False
2026-08-30,Osage,13,Camdenton,2,False,False
2026-08-30,Lebanon,22,Camdenton,2,False,False
2026-08-30,Hillcrest,0,Carl Junction,15,False,False
2026-08-30,Warrensburg,10,Carrollton,5,False,False
2026-08-30,California,9,Carrollton,11,False,False
2026-08-30,Bolivar,4,Carthage,1,False,False
2026-08-30,Cassville,2,Carthage,7,False,False
2026-08-30,Dadeville with Everton,1,Cassville,0,False,False
2026-08-30,Chillicothe,15,Central (St. Joseph),0,False,False
2026-08-30,Kearney,1,Central (St. Joseph),4,False,False
2026-08-30,Smithville,6,Central (St. Joseph),7,False,False
2026-08-30,Pleasant Hill,0,Centralia,3,False,False
2026-08-30,Mid-Buchanan,3,Centralia,0,False,False
2026-08-30,Linn,3,Chaffee,2,False,False
2026-08-30,Windsor (Imperial),7,Chaffee,16,False,False
2026-08-30,Pacific,12,Chaffee,5,False,False
2026-08-30,Oak Grove,0,Chillicothe,4,False,False
2026-08-30,Liberty,0,Chillicothe,3,False,False
2026-08-30,Princeton with Mercer,9,Clark County,3,False,False
2026-08-30,Novinger,3,Clark County,18,False,False
2026-08-30,Gallatin,8,Clark County,2,False,False
2026-08-30,Sherwood,19,Climax Springs,6,False,False
2026-08-30,Wright City,5,Clinton,2,False,False
2026-08-30,New Franklin,8,Clinton,9,False,False
2026-08-30,Fayette,16,Clinton,0,False,False
2026-08-30,Jamestown,6,Community,16,False,False
2026-08-30,Montgomery County,4,Community,1,False,False
2026-08-30,Perryville,9,DeSoto with Kingston,5,False,False
2026-08-30,Doniphan,19,DeSoto with Kingston,2,False,False
2026-08-30,Perryville,0,Doniphan,15,False,False
2026-08-30,Lone Jack,13,East Buchanan,5,False,False
2026-08-30,North Platte,11,East Buchanan,3,False,False
2026-08-30,Lexington,13,East Buchanan,8,False,False
2026-08-30,Harrisburg,5,Eldon,1,False,False
2026-08-30,Hallsville with Christian Fellowship Sr.,0,Eldon,6,False,False
2026-08-30,Warrenton,1,Elsberry,9,False,False
2026-08-30,Festus,10,Elsberry,4,False,False
2026-08-30,Fayette,0,Eugene,7,False,False
2026-08-30,Wright City,6,Eugene,9,False,False
2026-08-30,Rolla,4,Festus,7,False,False
2026-08-30,Rockwood Summit,4,Fox,12,False,False
2026-08-30,Kelly,1,Francis Howell,7,False,False
2026-08-30,Lafayette (Wildwood),2,Francis Howell,8,False,False
2026-08-30,Parkway Central,1,Francis Howell,5,False,False
2026-08-30,Francis Howell North,9,Francis Howell Central,7,False,False
2026-08-30,Winfield,2,Francis Howell Central,1,False,False
2026-08-30,Troy Buchanan,6,Francis Howell North,1,False,False
2026-08-30,Perryville,4,Fredericktown,8,False,False
2026-08-30,Neelyville,1,Ft. Zumwalt North,11,False,False
2026-08-30,Fox,13,Ft. Zumwalt North,0,False,False
2026-08-30,Hannibal,10,Ft. Zumwalt South,7,False,False
2026-08-30,Lindbergh,6,Ft. Zumwalt West,17,False,False
2026-08-30,Marquette,5,Ft. Zumwalt West,14,False,False
2026-08-30,Jackson,12,Ft. Zumwalt West,11,False,False
2026-08-30,New Franklin,14,Fulton,7,False,False
2026-08-30,Fayette,19,Fulton,0,False,False
2026-08-30,Kirksville,17,Fulton,5,False,False
2026-08-30,Princeton with Mercer,13,Gallatin,1,False,False
2026-08-30,La Plata,3,Gallatin,19,False,False
2026-08-30,King City with Pattonsburg,12,Gilman City with Tri-County,6,False,False
2026-08-30,North Andrew,8,Gilman City with Tri-County,2,False,False
2026-08-30,North Harrison,11,Gilman City with Tri-County,15,False,False
2026-08-30,Republic,6,Glendale,5,False,False
2026-08-30,Summit Christian Academy,1,Glendale,10,False,False
2026-08-30,Mid-Buchanan,1,Grain Valley,11,False,False
2026-08-30,St. Michael the Archangel,19,Grandview,7,False,False
2026-08-30,Norwood,0,Halfway,10,False,False
2026-08-30,Clopton with Elsberry,3,Hannibal,6,False,False
2026-08-30,St. Elizabeth,9,Harrisonville,1,False,False
2026-08-30,Wheatland,10,Hartville,5,False,False
2026-08-30,Humansville,12,Hermitage,11,False,False
2026-08-30,North Point,0,Hickman,12,False,False
2026-08-30,St. Dominic,1,Hickman,3,False,False
2026-08-30,Seneca,13,Hillcrest,2,False,False
2026-08-30,Smithville,17,Holden,2,False,False
2026-08-30,Truman,3,Holden,4,False,False
2026-08-30,Kearney,18,Holden,7,False,False
2026-08-30,Tuscumbia,14,Humansville,6,False,False
2026-08-30,Father Tolton with Calvary Lutheran,2,Jamestown,15,False,False
2026-08-30,Russellville,15,Jamestown,2,False,False
2026-08-30,Lawson,10,Jefferson (Conception) with South Nodaway,7,False,False
2026-08-30,St. Joseph's Academy,13,Jefferson City,0,False,False
2026-08-30,Union,12,Jefferson City,11,False,False
