date,team1,score1,team2,score2,forfeit,extra_innings
2026-09-15,Lincoln College Prep,,Grandview,,False,False
2026-09-15,Russellville,,Hallsville with Christian Fellowship Sr.,,False,False
2026-09-15,McCluer North,,Hancock,,False,False
2026-09-15,Pleasant Hill,,Harrisonville,,False,False
2026-09-15,Dixon,,Hartville,,False,False
2026-09-15,Pattonville,,Hazelwood West,,False,False
2026-09-15,Blair Oaks,,Helias Catholic,,False,False
2026-09-15,Perryville,,Herculaneum with Crystal City,,False,False
2026-09-15,Owensville,,Hermann with New Haven,,False,False
2026-09-15,Canton,,Highland,,False,False
2026-09-15,Orchard Farm,,Holt,,False,False
2026-09-15,Weaubleau,,Humansville,,False,False
2026-09-15,Westran,,Iberia,,False,False
2026-09-15,St. Dominic,,Incarnate Word Academy,,False,False
2026-09-15,Vienna,,Jamestown,,False,False
2026-09-15,Smithville,,Kearney,,False,False
2026-09-15,Fredericktown,,Kelly,,False,False
2026-09-15,Webb City,,Kickapoo,,False,False
2026-09-15,Affton,,Kirkwood,,False,False
2026-09-15,Lexington,,Knob Noster,,False,False
2026-09-15,Scotland County,,Knox County,,False,False
2026-09-15,Bucklin with Macon County,,La Plata,,False,False
2026-09-15,Holden,,Lafayette County,,False,False
2026-09-15,Lone Jack,,Lathrop,,False,False
2026-09-15,Republic,,Lebanon,,False,False
2026-09-15,North Kansas City,,Lee's Summit North,,False,False
2026-09-15,Lee's Summit West,,Liberty,,False,False
2026-09-15,Lee's Summit,,Liberty North,,False,False
2026-09-15,Rockwood Summit,,Lindbergh,,False,False
2026-09-15,Wright City,,Louisiana,,False,False
2026-09-15,Warrenton,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-09-15,Glasgow,,Madison,,False,False
2026-09-15,Silex,,Mark Twain,,False,False
2026-09-15,Bolivar,,Marshfield,,False,False
2026-09-15,Savannah,,Maryville,,False,False
2026-09-15,Ritenour,,Mehlville,,False,False
2026-09-15,Fulton,,Moberly,,False,False
2026-09-15,Hannibal,,Monroe City,,False,False
2026-09-15,Bowling Green,,Montgomery County,,False,False
2026-09-15,Naylor,,Neelyville,,False,False
2026-09-15,Monett,,Nevada,,False,False
2026-09-15,Neosho,,Nixa,,False,False
2026-09-15,Vienna,,North Andrew,,False,False
2026-09-15,Clopton with Elsberry,,North Callaway,,False,False
2026-09-15,Princeton with Mercer,,North Harrison,,False,False
2026-09-15,North Shelby,,Northeast (Cairo),,False,False
2026-09-15,DeKalb,,Northeast Nodaway,,False,False
2026-09-15,Fox,,Northwest (Cedar Hill),,False,False
2026-09-15,St. Joseph's Academy,,Notre Dame (St. Louis),,False,False
2026-09-15,Brashear,,Novinger,,False,False
2026-09-15,Park Hill,,Oak Park,,False,False
2026-09-15,Joplin,,Ozark,,False,False
2026-09-15,Sullivan,,Pacific,,False,False
2026-09-15,Clark County,,Palmyra,,False,False
2026-09-15,Lafayette (Wildwood),,Parkway South,,False,False
2026-09-15,Jackson,,Parkway West,,False,False
2026-09-15,Worth County,,Pilot Grove,,False,False
2026-09-15,"Mercer with Cainsville, Ridgeway",,Polo,,False,False
2026-09-15,Blue Springs South,,Raymore-Peculiar,,False,False
2026-09-15,Truman,,Raytown,,False,False
2026-09-15,Winnetonka,,Raytown South,,False,False
2026-09-15,Hillcrest,,Rolla,,False,False
2026-09-15,William Chrisman,,Ruskin,,False,False
2026-09-15,Paris,,Salisbury,,False,False
2026-09-15,Cassville,,Seneca,,False,False
2026-09-15,Summit Christian Academy,,Sherwood,,False,False
2026-09-15,Central (Cape Girardeau),,Sikeston,,False,False
2026-09-15,Community,,Slater,,False,False
2026-09-15,Milan,,St. Elizabeth,,False,False
2026-09-15,Union,,St. Clair,,False,False
2026-09-15,Eureka,,St. Joseph's Academy,,False,False
2026-09-15,Notre Dame de Sion,,St. Teresa's Academy,,False,False
2026-09-15,Blue Springs,,Staley,,False,False
2026-09-15,Maysville,,Trenton,,False,False
2026-09-15,Liberty (Wentzville),,Troy Buchanan,,False,False
2026-09-15,Parkway North with Principia,,University City,,False,False
2026-09-15,Bayless,,Valley Park,,False,False
2026-09-15,Halfway,,Walnut Grove,,False,False
2026-09-15,Odessa,,Warrensburg,,False,False
2026-09-15,Ft. Zumwalt North,,Washington,,False,False
2026-09-15,Willard,,Waynesville,,False,False
2026-09-15,Windsor (Imperial),,Webster Groves,,False,False
2026-09-15,Logan-Rogersville,,West Plains,,False,False
2026-09-15,Jefferson (Conception) with South Nodaway,,West Platte,,False,False
2026-09-15,"Brunswick with Keytesville, Northwestern (Mendon)",,Westran,,False,False
2026-09-15,Macks Creek,,Wheatland,,False,False
2026-09-15,St. Charles West with St. Charles,,Winfield,,False,False
2026-09-15,Albany,,Worth County,,False,False
2026-09-16,St. Pius X (Festus),,Bayless,,False,False
2026-09-16,Kelly,,Central (Cape Girardeau),,False,False
2026-09-16,Hannibal,,Clark County,,False,False
2026-09-16,Ruskin,,East Buchanan,,False,False
2026-09-16,Crocker,,Eldon,,False,False
2026-09-16,Jackson,,Farmington,,False,False
2026-09-16,Iberia,,Fatima,,False,False
2026-09-16,Herculaneum with Crystal City,,Festus,,False,False
2026-09-16,Smith-Cotton,,Hallsville with Christian Fellowship Sr.,,False,False
2026-09-16,Holt,,Hazelwood West,,False,False
2026-09-16,Bowling Green,,Helias Catholic,,False,False
2026-09-16,Capital City,,Hickman,,False,False
2026-09-16,Valley Park,,Jefferson (Festus),,False,False
2026-09-16,St. Michael the Archangel,,Lafayette County,,False,False
2026-09-16,St. James,,Laquey,,False,False
2026-09-16,Plattsburg,,Lexington,,False,False
2026-09-16,Pleasant Hill,,Lone Jack,,False,False
2026-09-16,Cor Jesu Academy,,Lutheran South,,False,False
2026-09-16,St. Joseph's Academy,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-09-16,South Shelby,,Mark Twain,,False,False
2026-09-16,Eureka,,Marquette,,False,False
2026-09-16,Hancock,,Metro,,False,False
2026-09-16,Macon,,Mexico,,False,False
2026-09-16,Knob Noster,,Norborne with Hardin-Central,,False,False
2026-09-16,North County,,Notre Dame (Cape Girardeau),,False,False
2026-09-16,Marshall,,Odessa,,False,False
2026-09-16,Incarnate Word Academy,,Parkway South,,False,False
2026-09-16,"Mercer with Cainsville, Ridgeway",,Polo,,False,False
2026-09-16,North Kansas City,,Raytown,,False,False
2026-09-16,Oak Grove,,Savannah,,False,False
2026-09-16,Fredericktown,,Saxony Lutheran with St. Vincent,,False,False
2026-09-16,Hillsboro,,Seckman,,False,False
2026-09-16,Francis Howell North,,St. Dominic,,False,False
2026-09-16,Westminster Christian Academy,,St. Joseph's Academy,,False,False
2026-09-16,Rolla,,Union,,False,False
2026-09-16,St. Clair,,Washington,,False,False
2026-09-16,Parkway West,,Webster Groves,,False,False
2026-09-16,Hermann with New Haven,,Wellsville-Middletown,,False,False
2026-09-16,Northwest (Cedar Hill),,Windsor (Imperial),,False,False
2026-09-16,St. Pius X (Kansas City),,Winnetonka,,False,False
2026-09-17,Ladue Horton Watkins,,Affton,,False,False
2026-09-17,Bevier,,Atlanta,,False,False
2026-09-17,Seneca,,Aurora,,False,False
2026-09-17,New Bloomfield,,Battle,,False,False
2026-09-17,Platte County,,Belton,,False,False
2026-09-17,Maryville,,Benton,,False,False
2026-09-17,Raymore-Peculiar,,Blue Springs,,False,False
2026-09-17,Liberty North,,Blue Springs South,,False,False
2026-09-17,Hillcrest,,Bolivar,,False,False
2026-09-17,Blair Oaks,,Boonville,,False,False
2026-09-17,Marshfield,,Branson,,False,False
2026-09-17,Green City,,Brashear,,False,False
2026-09-17,Salisbury,,"Brunswick with Keytesville, Northwestern (Mendon)",,False,False
2026-09-17,Meadville,,Bucklin with Macon County,,False,False
2026-09-17,Southern Boone,,California,,False,False
2026-09-17,Rock Bridge,,Camdenton,,False,False
2026-09-17,Silex,,Canton,,False,False
2026-09-17,Lebanon,,Carthage,,False,False
2026-09-17,Monett,,Cassville,,False,False
2026-09-17,Festus,,Chaffee,,False,False
2026-09-17,North Shelby,,Clark County,,False,False
2026-09-17,Dixon,,Climax Springs,,False,False
2026-09-17,Warrensburg,,Clinton,,False,False
2026-09-17,Montgomery County,,Clopton with Elsberry,,False,False
2026-09-17,Westran,,Community,,False,False
2026-09-17,Ursuline Academy,,Cor Jesu Academy,,False,False
2026-09-17,North Callaway,,Elsberry,,False,False
2026-09-17,Russellville,,Eugene,,False,False
2026-09-17,William Chrisman,,Fort Osage,,False,False
2026-09-17,Ft. Zumwalt West,,Francis Howell,,False,False
2026-09-17,Liberty (Wentzville),,Francis Howell North,,False,False
2026-09-17,Herculaneum with Crystal City,,Fredericktown,,False,False
2026-09-17,Mexico,,Fulton,,False,False
2026-09-17,Trenton,,Gallatin,,False,False
2026-09-17,Northeast (Cairo),,Glasgow,,False,False
2026-09-17,Oak Park,,Grandview,,False,False
2026-09-17,Fair Play,,Halfway,,False,False
2026-09-17,Fayette,,Harrisburg,,False,False
2026-09-17,Norwood,,Hartville,,False,False
2026-09-17,Slater,,Higbee,,False,False
2026-09-17,Kirksville,,Highland,,False,False
2026-09-17,Marquette,,Hillsboro,,False,False
2026-09-17,Richmond,,Holden,,False,False
2026-09-17,Tuscumbia,,Jamestown,,False,False
2026-09-17,DeKalb,,Jefferson (Conception) with South Nodaway,,False,False
2026-09-17,Father Tolton with Calvary Lutheran,,Jefferson City,,False,False
2026-09-17,Glendale,,Joplin,,False,False
2026-09-17,Saxony Lutheran with St. Vincent,,Kelly,,False,False
2026-09-17,Knob Noster,,Lafayette County,,False,False
2026-09-17,Plattsburg,,Lawson,,False,False
2026-09-17,Truman,,Lee's Summit,,False,False
2026-09-17,Staley,,Lee's Summit West,,False,False
2026-09-17,Carrollton,,Lexington,,False,False
2026-09-17,Central (St. Joseph),,Liberty,,False,False
2026-09-17,South Callaway,,Linn,,False,False
2026-09-17,Carl Junction,,Logan-Rogersville,,False,False
2026-09-17,Worth County,,Madison,,False,False
2026-09-17,St. Elizabeth,,Marceline,,False,False
2026-09-17,Moberly,,Marshall,,False,False
2026-09-17,Nevada,,McDonald County,,False,False
2026-09-17,East Buchanan,,Mid-Buchanan,,False,False
2026-09-17,Brookfield,,Milan,,False,False
2026-09-17,Waynesville,,Neosho,,False,False
2026-09-17,Central (Cape Girardeau),,North County,,False,False
2026-09-17,North Andrew,,North Harrison,,False,False
2026-09-17,Lincoln College Prep,,Notre Dame de Sion,,False,False
2026-09-17,Grundy County with Newtown-Harris,,Novinger,,False,False
2026-09-17,Pleasant Hill,,Oak Grove,,False,False
2026-09-17,Harrisonville,,Odessa,,False,False
2026-09-17,Eldon,,Osage,,False,False
2026-09-17,Union,,Owensville,,False,False
2026-09-17,Bowling Green,,Palmyra,,False,False
2026-09-17,North Kansas City,,Park Hill,,False,False
2026-09-17,Lee's Summit North,,Park Hill South,,False,False
2026-09-17,Windsor (Imperial),,Parkway Central,,False,False
2026-09-17,Mehlville,,Parkway North with Principia,,False,False
2026-09-17,Oakville,,Parkway South,,False,False
2026-09-17,Clayton,,Pattonville,,False,False
2026-09-17,North Platte,,Penney,,False,False
2026-09-17,Jefferson (Festus),,Perryville,,False,False
2026-09-17,Lone Jack,,Polo,,False,False
2026-09-17,Albany,,Princeton with Mercer,,False,False
2026-09-17,Maysville,,Putnam County,,False,False
2026-09-17,Grain Valley,,Raytown,,False,False
2026-09-17,Ruskin,,Raytown South,,False,False
2026-09-17,Ozark,,Republic,,False,False
2026-09-17,Kirkwood,,Ritenour,,False,False
2026-09-17,Chillicothe,,Savannah,,False,False
2026-09-17,Knox County,,Schuyler County,,False,False
2026-09-17,Excelsior Springs,,Smithville,,False,False
2026-09-17,Monroe City,,South Shelby,,False,False
2026-09-17,Westminster Christian Academy,,St. Charles West with St. Charles,,False,False
2026-09-17,Summit Christian Academy,,St. Michael the Archangel,,False,False
2026-09-17,Cameron,,St. Pius X (Kansas City),,False,False
2026-09-17,King City with Pattonsburg,,Vienna,,False,False
2026-09-17,Northeast Nodaway,,Stewartsville with Osborn,,False,False
2026-09-17,Crocker,,Westran,,False,False
2026-09-17,Hermann with New Haven,,Sullivan,,False,False
2026-09-17,Ft. Zumwalt North,,Timberland,,False,False
2026-09-17,Francis Howell Central,,Troy Buchanan,,False,False
2026-09-17,Neelyville,,St. Clair,,False,False
2026-09-17,Hazelwood West,,University City,,False,False
2026-09-17,Windsor (Imperial),,Valley Park,,False,False
2026-09-17,Mark Twain,,Van-Far with Community,,False,False
2026-09-17,Newburg,,Vienna,,False,False
2026-09-17,Dadeville with Everton,,Walnut Grove,,False,False
2026-09-17,Nixa,,Webb City,,False,False
2026-09-17,Lathrop,,West Platte,,False,False
2026-09-17,Kickapoo,,Willard,,False,False
2026-09-17,Orchard Farm,,Winfield,,False,False
2026-09-17,Kearney,,Winnetonka,,False,False
2026-09-17,Lutheran St. Charles with Veritas Christian Academy,,Wright City,,False,False
2026-09-18,Notre Dame (Cape Girardeau),,Blair Oaks,,False,False
2026-09-18,Park Hill South,,Boonville,,False,False
2026-09-18,West Platte,,Boonville,,False,False
2026-09-18,Iberia,,Camdenton,,False,False
2026-09-18,Mid-Buchanan,,Central (St. Joseph),,False,False
2026-09-18,Capital City,,Chaffee,,False,False
2026-09-18,Hartville,,Dadeville with Everton,,False,False
2026-09-18,Fox,,Farmington,,False,False
2026-09-18,Capital City,,Fatima,,False,False
2026-09-18,Cor Jesu Academy,,Festus,,False,False
2026-09-18,Saxony Lutheran with St. Vincent,,Fox,,False,False
2026-09-18,Republic,,Fox,,False,False
2026-09-18,Francis Howell North,,Ft. Zumwalt West,,False,False
2026-09-18,Notre Dame (Cape Girardeau),,Hickman,,False,False
2026-09-18,Northwest (Cedar Hill),,Jackson,,False,False
2026-09-18,Valley Park,,Ladue Horton Watkins,,False,False
2026-09-18,Newburg,,Laquey,,False,False
2026-09-18,Grandview,,Lincoln College Prep,,False,False
2026-09-18,Ruskin,,Lincoln College Prep,,False,False
2026-09-18,Novinger,,Linn County,,False,False
2026-09-18,Mehlville,,Lutheran South,,False,False
2026-09-18,St. Charles West with St. Charles,,Lutheran St. Charles with Veritas Christian Academy,,False,False
2026-09-18,Father Tolton with Calvary Lutheran,,Macon,,False,False
2026-09-18,Jamestown,,Madison,,False,False
2026-09-18,Bayless,,Maplewood-Richmond Hts. with Brentwood,,False,False
2026-09-18,Smithville,,Mid-Buchanan,,False,False
2026-09-18,Rolla,,North County,,False,False
2026-09-18,Fort Osage,,Park Hill,,False,False
2026-09-18,Harrisburg,,Park Hill,,False,False
2026-09-18,William Chrisman,,Park Hill South,,False,False
2026-09-18,Nevada,,Parkview,,False,False
2026-09-18,Holt,,Ritenour,,False,False
2026-09-18,Belton,,Rock Bridge,,False,False
2026-09-18,Sullivan,,Rolla,,False,False
2026-09-18,Liberty (Wentzville),,Silex,,False,False
2026-09-18,Linn,,Southern Boone,,False,False
2026-09-18,St. Elizabeth,,Southern Boone,,False,False
2026-09-18,New Bloomfield,,Van-Far,,False,False
2026-09-18,Richland,,St. James,,False,False
2026-09-18,Community,,Worth County,,False,False
2026-09-18,Winnetonka,,University City,,False,False
2026-09-18,St. Joseph's Academy,,Westminster Christian Academy,,False,False
2026-09-18,West Platte,,William Chrisman,,False,False
2026-09-18,Cor Jesu Academy,,Windsor (Imperial),,False,False
2026-09-19,Marquette,,Belton,,False,False
2026-09-19,Park Hill,,Boonville,,False,False
2026-09-19,William Chrisman,,Boonville,,False,False
2026-09-19,West Platte,,Central (St. Joseph),,False,False
2026-09-19,Centralia,,Doniphan,,False,False
2026-09-19,Sherwood,,Excelsior Springs,,False,False
2026-09-19,Holt,,Francis Howell Central,,False,False
2026-09-19,Jackson,,Francis Howell Central,,False,False
2026-09-19,Winfield,,Hannibal,,False,False
2026-09-19,Incarnate Word Academy,,Hannibal,,False,False
2026-09-19,St. Joseph's Academy,,Hannibal,,False,False
2026-09-19,North Point,,Helias Catholic,,False,False
2026-09-19,Marquette,,Hickman,,False,False
2026-09-19,Holt,,Jackson,,False,False
2026-09-19,Excelsior Springs,,Lawson,,False,False
2026-09-19,Sherwood,,Lawson,,False,False
2026-09-19,University City,,Lincoln College Prep,,False,False
2026-09-19,Kirksville,,Marshall,,False,False
2026-09-19,McDonald County,,Marshfield,,False,False
2026-09-19,Neosho,,Marshfield,,False,False
2026-09-19,Mid-Buchanan,,Park Hill,,False,False
2026-09-19,Harrisburg,,Park Hill South,,False,False
2026-09-19,West Platte,,Park Hill South,,False,False
2026-09-19,University City,,Raytown South,,False,False
2026-09-19,Belton,,Rock Bridge,,False,False
2026-09-19,Marquette,,Rock Bridge,,False,False
2026-09-19,St. Teresa's Academy,,Ruskin,,False,False
2026-09-19,North Point,,Troy Buchanan,,False,False
2026-09-19,Helias Catholic,,Troy Buchanan,,False,False
2026-09-19,Kirkwood,,Webster Groves,,False,False
2026-09-19,Mid-Buchanan,,William Chrisman,,False,False
2026-09-19,St. Joseph's Academy,,Winfield,,False,False
2026-09-21,Worth County,,Atlanta,,False,False
2026-09-21,Smith-Cotton,,Battle,,False,False
2026-09-21,St. Michael the Archangel,,Bishop LeBlond,,False,False
2026-09-21,Lee's Summit West,,Blue Springs,,False,False
2026-09-21,Orchard Farm,,Bowling Green,,False,False
2026-09-21,Carthage,,Branson,,False,False
2026-09-21,Highland,,Canton,,False,False
2026-09-21,Monett,,Carl Junction,,False,False
2026-09-21,Oak Park,,Central (St. Joseph),,False,False
2026-09-21,Monroe City,,Centralia,,False,False
2026-09-21,New Franklin,,Community,,False,False
2026-09-21,Norwood,,East Carter,,False,False
2026-09-21,Fayette,,Eugene,,False,False
2026-09-21,Walnut Grove,,Fair Play,,False,False
2026-09-21,Poplar Bluff,,Farmington,,False,False
2026-09-21,Hallsville with Christian Fellowship Sr.,,Father Tolton with Calvary Lutheran,,False,False
2026-09-21,Belton,,Fort Osage,,False,False
2026-09-21,Lafayette (Wildwood),,Francis Howell Central,,False,False
2026-09-21,Perryville,,Fredericktown,,False,False
2026-09-21,North Point,,Ft. Zumwalt East,,False,False
2026-09-21,Winfield,,Ft. Zumwalt South,,False,False
2026-09-21,California,,Fulton,,False,False
2026-09-21,Paris,,Glasgow,,False,False
2026-09-21,Blue Springs South,,Grain Valley,,False,False
2026-09-21,Wheatland,,Halfway,,False,False
2026-09-21,Herculaneum with Crystal City,,Hancock,,False,False
2026-09-21,Kirksville,,Hannibal,,False,False
2026-09-21,Lebanon,,Hartville,,False,False
2026-09-21,Camdenton,,Helias Catholic,,False,False
2026-09-21,Crocker,,Hermitage,,False,False
2026-09-21,Union,,Hillsboro,,False,False
2026-09-21,Climax Springs,,Humansville,,False,False
2026-09-21,Blair Oaks,,Iberia,,False,False
2026-09-21,Oakville,,Incarnate Word Academy,,False,False
2026-09-21,Seckman,,Jackson,,False,False
2026-09-21,Slater,,Jamestown,,False,False
2026-09-21,North Andrew,,Jefferson (Conception) with South Nodaway,,False,False
2026-09-21,Kelly,,Jefferson (Festus),,False,False
2026-09-21,Logan-Rogersville,,Joplin,,False,False
2026-09-21,St. Elizabeth,,Lathrop,,False,False
2026-09-21,Park Hill,,Lee's Summit North,,False,False
2026-09-21,Harrisonville,,Lone Jack,,False,False
2026-09-21,Affton,,Lutheran South,,False,False
2026-09-21,Laquey,,Macks Creek,,False,False
2026-09-21,South Shelby,,Macon,,False,False
2026-09-21,Mark Twain,,Madison,,False,False
2026-09-21,Aurora,,Marshfield,,False,False
2026-09-21,Stewartsville with Osborn,,Maysville,,False,False
2026-09-21,Linn County,,Meadville,,False,False
2026-09-21,Albany,,"Mercer with Cainsville, Ridgeway",,False,False
2026-09-21,Marshall,,Mexico,,False,False
2026-09-21,Gallatin,,Mid-Buchanan,,False,False
2026-09-21,Chillicothe,,Moberly,,False,False
2026-09-21,Dadeville with Everton,,Montrose with Appleton City,,False,False
2026-09-21,Saxony Lutheran with St. Vincent,,Neelyville,,False,False
2026-09-21,Warrensburg,,Nevada,,False,False
2026-09-21,Linn,,New Bloomfield,,False,False
2026-09-21,Festus,,North County,,False,False
2026-09-21,Grandview,,North Kansas City,,False,False
2026-09-21,Savannah,,North Platte,,False,False
2026-09-21,Louisiana,,North Shelby,,False,False
2026-09-21,Kirkwood,,Northwest (Cedar Hill),,False,False
2026-09-21,Holden,,Odessa,,False,False
2026-09-21,Elsberry,,Palmyra,,False,False
2026-09-21,Liberty,,Park Hill South,,False,False
2026-09-21,Glendale,,Parkview,,False,False
2026-09-21,North Harrison,,Penney,,False,False
2026-09-21,Gilman City with Tri-County,,Princeton with Mercer,,False,False
2026-09-21,Liberty North,,Raymore-Peculiar,,False,False
2026-09-21,Westran,,Richland,,False,False
2026-09-21,Plattsburg,,Richmond,,False,False
2026-09-21,Francis Howell North,,Ritenour,,False,False
2026-09-21,West Plains,,Rolla,,False,False
2026-09-21,Osage,,Russellville,,False,False
2026-09-21,Marceline,,Salisbury,,False,False
2026-09-21,Putnam County,,Schuyler County,,False,False
2026-09-21,Clark County,,Scotland County,,False,False
2026-09-21,Notre Dame (Cape Girardeau),,Sikeston,,False,False
2026-09-21,Raytown South,,Smithville,,False,False
2026-09-21,Harrisburg,,South Callaway,,False,False
2026-09-21,Hazelwood West,,St. Charles West with St. Charles,,False,False
2026-09-21,Rockwood Summit,,St. Dominic,,False,False
2026-09-21,Fox,,St. Joseph's Academy,,False,False
2026-09-21,Chaffee,,St. Pius X (Festus),,False,False
2026-09-21,Metro,,St. Pius X (Festus),,False,False
2026-09-21,Lee's Summit,,Staley,,False,False
2026-09-21,Francis Howell,,Sullivan,,False,False
2026-09-21,Kearney,,Summit Christian Academy,,False,False
2026-09-21,Ft. Zumwalt West,,Timberland,,False,False
2026-09-21,Lawson,,Trenton,,False,False
2026-09-21,Eureka,,Troy Buchanan,,False,False
2026-09-21,Dixon,,Tuscumbia,,False,False
2026-09-21,Doniphan,,St. Clair,,False,False
2026-09-21,Pattonville,,Valley Park,,False,False
2026-09-21,Hermann with New Haven,,Van-Far with Community,,False,False
2026-09-21,Van-Far,,Vienna,,False,False
2026-09-21,Pacific,,Washington,,False,False
2026-09-21,Lindbergh,,Webster Groves,,False,False
2026-09-21,Pilot Grove,,Wellsville-Middletown,,False,False
2026-09-21,Cameron,,West Platte,,False,False
2026-09-21,Windsor (Imperial),,Westminster Christian Academy,,False,False
2026-09-21,Truman,,William Chrisman,,False,False
2026-09-21,Ruskin,,Winnetonka,,False,False
2026-09-21,Silex,,Wright City,,False,False
2026-09-22,North Harrison,,Albany,,False,False
2026-09-22,Cassville,,Aurora,,False,False
2026-09-22,Hancock,,Bayless,,False,False
2026-09-22,La Plata,,Bevier,,False,False
2026-09-22,Battle,,Boonville,,False,False
2026-09-22,Atlanta,,Brashear,,False,False
2026-09-22,Maysville,,Brookfield,,False,False
2026-09-22,Novinger,,Bucklin with Macon County,,False,False
2026-09-22,Hillcrest,,Carl Junction,,False,False
2026-09-22,Holden,,Carrollton,,False,False
2026-09-22,Farmington,,Central (Cape Girardeau),,False,False
2026-09-22,Fatima,,Centralia,,False,False
2026-09-22,Naylor,,Chaffee,,False,False
2026-09-22,Maryville,,Chillicothe,,False,False
2026-09-22,Knox County,,Clark County,,False,False
2026-09-22,University City,,Clayton,,False,False
2026-09-22,Newburg,,Cuba,,False,False
2026-09-22,Richland,,Dixon,,False,False
2026-09-22,Jamestown,,Eldon,,False,False
2026-09-22,Monroe City,,Elsberry,,False,False
2026-09-22,Francis Howell North,,Francis Howell Central,,False,False
2026-09-22,Washington,,Ft. Zumwalt East,,False,False
2026-09-22,Ft. Zumwalt South,,Ft. Zumwalt North,,False,False
2026-09-22,Troy Buchanan,,Ft. Zumwalt West,,False,False
2026-09-22,Polo,,Gilman City with Tri-County,,False,False
2026-09-22,Republic,,Glendale,,False,False
2026-09-22,Notre Dame de Sion,,Grandview,,False,False
2026-09-22,Oak Grove,,Harrisonville,,False,False
2026-09-22,Marshfield,,Hartville,,False,False
2026-09-22,Southern Boone,,Helias Catholic,,False,False
2026-09-22,Notre Dame (St. Louis),,Herculaneum with Crystal City,,False,False
2026-09-22,Windsor (Imperial),,Herculaneum with Crystal City,,False,False
2026-09-22,Union,,Hermann with New Haven,,False,False
2026-09-22,Rock Bridge,,Hickman,,False,False
2026-09-22,Hannibal,,Highland,,False,False
2026-09-22,DeSoto with Kingston,,Hillsboro,,False,False
2026-09-22,Van-Far,,Iberia,,False,False
2026-09-22,Poplar Bluff,,Jackson,,False,False
2026-09-22,Stewartsville with Osborn,,Jefferson (Conception) with South Nodaway,,False,False
2026-09-22,St. Clair,,Kelly,,False,False
2026-09-22,Neosho,,Kickapoo,,False,False
2026-09-22,Worth County,,King City with Pattonsburg,,False,False
2026-09-22,Parkway North with Principia,,Kirkwood,,False,False
2026-09-22,Pattonville,,Ladue Horton Watkins,,False,False
2026-09-22,Webster Groves,,Lafayette (Wildwood),,False,False
2026-09-22,St. Pius X (Kansas City),,Lawson,,False,False
2026-09-22,Willard,,Lebanon,,False,False
2026-09-22,Raymore-Peculiar,,Lee's Summit,,False,False
2026-09-22,Lafayette County,,Lexington,,False,False
2026-09-22,Lee's Summit North,,Liberty,,False,False
2026-09-22,Francis Howell,,Liberty (Wentzville),,False,False
2026-09-22,Lee's Summit West,,Liberty North,,False,False
2026-09-22,Fox,,Lindbergh,,False,False
2026-09-22,Clopton with Elsberry,,Louisiana,,False,False
2026-09-22,Humansville,,Macks Creek,,False,False
2026-09-22,Canton,,Macon,,False,False
2026-09-22,Wright City,,Mark Twain,,False,False
2026-09-22,Incarnate Word Academy,,Marquette,,False,False
2026-09-22,Hazelwood West,,Mehlville,,False,False
2026-09-22,Grundy County with Newtown-Harris,,"Mercer with Cainsville, Ridgeway",,False,False
2026-09-22,Moberly,,Mexico,,False,False
2026-09-22,Marceline,,Milan,,False,False
2026-09-22,McDonald County,,Monett,,False,False
2026-09-22,Van-Far with Community,,Montgomery County,,False,False
2026-09-22,Summit Christian Academy,,Montrose with Appleton City,,False,False
2026-09-22,Glasgow,,New Franklin,,False,False
2026-09-22,Joplin,,Nixa,,False,False
2026-09-22,Princeton with Mercer,,North Andrew,,False,False
2026-09-22,California,,North Callaway,,False,False
2026-09-22,Central (St. Joseph),,North Kansas City,,False,False
2026-09-22,Timberland,,North Point,,False,False
2026-09-22,Marion County,,North Shelby,,False,False
2026-09-22,Plattsburg,,Northeast Nodaway,,False,False
2026-09-22,Park Hill South,,Oak Park,,False,False
2026-09-22,Clinton,,Odessa,,False,False
2026-09-22,St. Charles West with St. Charles,,Orchard Farm,,False,False
2026-09-22,Blair Oaks,,Osage,,False,False
2026-09-22,Webb City,,Ozark,,False,False
2026-09-22,St. James,,Pacific,,False,False
2026-09-22,Scotland County,,Paris,,False,False
2026-09-22,Platte County,,Park Hill,,False,False
2026-09-22,Dadeville with Everton,,Parkview,,False,False
2026-09-22,Eureka,,Parkway West,,False,False
2026-09-22,North County,,Perryville,,False,False
2026-09-22,Higbee,,Pilot Grove,,False,False
2026-09-22,Warrensburg,,Pleasant Hill,,False,False
2026-09-22,Gallatin,,Putnam County,,False,False
2026-09-22,Belton,,Raytown,,False,False
2026-09-22,Knob Noster,,Richmond,,False,False
2026-09-22,Affton,,Ritenour,,False,False
2026-09-22,Schuyler County,,Salisbury,,False,False
2026-09-22,Excelsior Springs,,Savannah,,False,False
2026-09-22,Northwest (Cedar Hill),,Seckman,,False,False
2026-09-22,Nevada,,Seneca,,False,False
2026-09-22,Raytown South,,Sherwood,,False,False
2026-09-22,Neelyville,,Sikeston,,False,False
2026-09-22,Bowling Green,,Silex,,False,False
2026-09-22,Madison,,Slater,,False,False
2026-09-22,Trenton,,St. Elizabeth,,False,False
2026-09-22,Palmyra,,South Shelby,,False,False
2026-09-22,Cor Jesu Academy,,St. Joseph's Academy,,False,False
